match_id,team1,team2,prediction
M87,K1(Portugal),DEIJL3(France),yes
M87,K1(Portugal),DEIJL3(Senegal),maybe
M87,K1(Portugal),DEIJL3(Norway),maybe
M87,K1(Portugal),DEIJL3(Argentina),yes
M87,K1(Portugal),DEIJL3(Austria),yes
M87,K1(Portugal),DEIJL3(Algeria),yes
M87,K1(Portugal),DEIJL3(England),yes
M87,K1(Portugal),DEIJL3(Croatia),maybe
M87,K1(Portugal),DEIJL3(Ghana),maybe
M87,K1(Portugal),DEIJL3(Panama),maybe
M87,K1(Colombia),DEIJL3(Turkey),
M87,K1(Colombia),DEIJL3(USA),maybe
M87,K1(Colombia),DEIJL3(Australia),maybe
M87,K1(Colombia),DEIJL3(Paraguay),maybe
M87,K1(Colombia),DEIJL3(Germany),
M87,K1(Colombia),DEIJL3(Ecuador),maybe
M87,K1(Colombia),DEIJL3(Ivory Coast),
M87,K1(Colombia),DEIJL3(France),
M87,K1(Colombia),DEIJL3(Senegal),maybe
M87,K1(Colombia),DEIJL3(Norway),maybe
M87,K1(Colombia),DEIJL3(Argentina),
M87,K1(Colombia),DEIJL3(Austria),
M87,K1(Colombia),DEIJL3(Algeria),
M87,K1(Colombia),DEIJL3(England),
M87,K1(Colombia),DEIJL3(Croatia),maybe
M87,K1(Colombia),DEIJL3(Ghana),maybe
M87,K1(Colombia),DEIJL3(Panama),maybe
M87,K1(Uzbekistan),DEIJL3(Turkey),
M87,K1(Uzbekistan),DEIJL3(USA),maybe
M87,K1(Uzbekistan),DEIJL3(Australia),maybe
M87,K1(Uzbekistan),DEIJL3(Paraguay),maybe
M87,K1(Uzbekistan),DEIJL3(Germany),
M87,K1(Uzbekistan),DEIJL3(Ecuador),maybe
M87,K1(Uzbekistan),DEIJL3(Ivory Coast),
M87,K1(Uzbekistan),DEIJL3(France),
M87,K1(Uzbekistan),DEIJL3(Senegal),maybe
M87,K1(Uzbekistan),DEIJL3(Norway),maybe
M87,K1(Uzbekistan),DEIJL3(Argentina),
M87,K1(Uzbekistan),DEIJL3(Austria),
M87,K1(Uzbekistan),DEIJL3(Algeria),
M87,K1(Uzbekistan),DEIJL3(England),
M87,K1(Uzbekistan),DEIJL3(Croatia),maybe
M87,K1(Uzbekistan),DEIJL3(Ghana),maybe
M87,K1(Uzbekistan),DEIJL3(Panama),maybe
M87,K1(DR Congo),DEIJL3(Turkey),
M87,K1(DR Congo),DEIJL3(USA),maybe
M87,K1(DR Congo),DEIJL3(Australia),maybe
M87,K1(DR Congo),DEIJL3(Paraguay),maybe
M87,K1(DR Congo),DEIJL3(Germany),
M87,K1(DR Congo),DEIJL3(Ecuador),maybe
M87,K1(DR Congo),DEIJL3(Ivory Coast),
M87,K1(DR Congo),DEIJL3(France),
M87,K1(DR Congo),DEIJL3(Senegal),maybe
M87,K1(DR Congo),DEIJL3(Norway),maybe
M87,K1(DR Congo),DEIJL3(Argentina),
M87,K1(DR Congo),DEIJL3(Austria),
M87,K1(DR Congo),DEIJL3(Algeria),
M87,K1(DR Congo),DEIJL3(England),
M87,K1(DR Congo),DEIJL3(Croatia),maybe
M87,K1(DR Congo),DEIJL3(Ghana),maybe
M87,K1(DR Congo),DEIJL3(Panama),maybe
M88,D2(Turkey),G2(Belgium),
M88,D2(Turkey),G2(Egypt),maybe
M88,D2(Turkey),G2(New Zealand),
M88,D2(Turkey),G2(Iran),
M88,D2(USA),G2(Belgium),maybe
M88,D2(USA),G2(Egypt),maybe
M88,D2(USA),G2(New Zealand),maybe
M88,D2(USA),G2(Iran),maybe
M88,D2(Australia),G2(Belgium),
M88,D2(Australia),G2(Egypt),maybe
M88,D2(Australia),G2(New Zealand),
M88,D2(Australia),G2(Iran),
M88,D2(Paraguay),G2(Belgium),
M88,D2(Paraguay),G2(Egypt),maybe
M88,D2(Paraguay),G2(New Zealand),
M88,D2(Paraguay),G2(Iran),
